Age,Job,Marital,Education,Default,Housing,Loan,Contact,Month,Day of the week,Call Duration,Campaign,Pdays,Previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
46,Self-Employed,Married,High School,Unknown,Yes,No,Telephone,Jul,Fri,121,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Technician,Single,Professional Course,No,No,No,Telephone,Jul,Fri,566,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
46,Blue-Collar,Married,Unknown,No,Yes,No,Telephone,Jul,Fri,257,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Technician,Married,High School,No,Yes,No,Telephone,Jul,Fri,111,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
24,Blue-Collar,Single,Basic 9Y,Unknown,No,No,Telephone,Jul,Fri,270,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
37,Admin,Single,University Degree,No,No,No,Telephone,Jul,Fri,43,11,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
27,Services,Single,High School,No,Yes,No,Telephone,Jul,Fri,433,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
56,Self-Employed,Married,Basic 9Y,Unknown,No,No,Telephone,Jul,Fri,523,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
55,Technician,Married,University Degree,No,Yes,No,Telephone,Jul,Fri,49,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Blue-Collar,Married,Basic 6Y,Unknown,No,Yes,Telephone,Jul,Fri,191,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
26,Admin,Single,High School,No,No,Yes,Telephone,Jul,Fri,634,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
45,Management,Married,University Degree,Unknown,No,Yes,Telephone,Jul,Fri,355,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
45,Management,Married,University Degree,Unknown,No,Yes,Telephone,Jul,Fri,31,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
29,Blue-Collar,Single,High School,No,Yes,No,Telephone,Jul,Fri,52,4,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
46,Services,Married,High School,No,Yes,No,Telephone,Jul,Fri,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Technician,Divorced,Professional Course,No,Yes,Yes,Telephone,Jul,Fri,99,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Blue-Collar,Married,Basic 6Y,No,Yes,No,Telephone,Jul,Fri,133,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
43,Management,Married,High School,No,No,Yes,Telephone,Jul,Fri,169,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Housemaid,Married,Basic 6Y,No,No,No,Telephone,Jul,Fri,68,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Admin,Single,High School,No,No,No,Telephone,Jul,Fri,30,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
39,Admin,Married,High School,No,No,No,Telephone,Jul,Fri,246,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
39,Admin,Married,High School,No,Yes,No,Telephone,Jul,Fri,219,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Blue-Collar,Single,High School,No,No,No,Telephone,Jul,Fri,165,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
43,Technician,Married,University Degree,No,Yes,No,Telephone,Jul,Fri,105,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
40,Blue-Collar,Single,High School,No,No,No,Telephone,Jul,Fri,217,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Unemployed,Single,Professional Course,No,No,No,Telephone,Jul,Fri,538,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
36,Entrepreneur,Married,University Degree,No,No,No,Telephone,Jul,Fri,164,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
50,Blue-Collar,Married,Basic 4Y,Unknown,No,Yes,Telephone,Jul,Fri,5,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
28,Admin,Single,University Degree,No,No,No,Telephone,Jul,Fri,46,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Fri,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Admin,Single,High School,No,Yes,No,Telephone,Jul,Fri,105,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Admin,Single,High School,No,Yes,No,Telephone,Jul,Fri,253,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
27,Services,Married,High School,Unknown,No,No,Telephone,Jul,Fri,584,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,Yes
35,Blue-Collar,Married,High School,No,No,No,Telephone,Jul,Fri,260,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
34,Admin,Married,University Degree,No,Yes,No,Telephone,Jul,Fri,126,4,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Fri,121,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
41,Entrepreneur,Married,Basic 4Y,No,No,No,Telephone,Jul,Fri,101,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
43,Blue-Collar,Divorced,Basic 4Y,Unknown,No,No,Telephone,Jul,Fri,195,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Admin,Single,University Degree,No,Yes,No,Telephone,Jul,Fri,400,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
35,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,Jul,Fri,178,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
53,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,Jul,Fri,134,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
57,Admin,Single,University Degree,Unknown,No,No,Telephone,Jul,Fri,80,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
39,Admin,Married,University Degree,No,No,No,Telephone,Jul,Fri,104,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
41,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Telephone,Jul,Fri,742,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Admin,Divorced,University Degree,No,Yes,No,Telephone,Jul,Fri,692,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
37,Unemployed,Married,University Degree,No,No,Yes,Telephone,Jul,Fri,85,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
26,Admin,Single,High School,No,Yes,No,Telephone,Jul,Fri,678,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
38,Services,Single,High School,No,No,No,Telephone,Jul,Fri,96,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
34,Technician,Single,High School,No,Yes,No,Telephone,Jul,Fri,106,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
32,Admin,Divorced,University Degree,No,No,Yes,Telephone,Jul,Fri,137,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
53,Housemaid,Married,Basic 4Y,No,No,No,Telephone,Jul,Fri,53,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
41,Entrepreneur,Married,Basic 4Y,No,Yes,No,Telephone,Jul,Fri,89,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
45,Admin,Married,University Degree,No,No,No,Telephone,Jul,Fri,45,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
33,Technician,Married,University Degree,No,Unknown,Unknown,Telephone,Jul,Fri,203,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
45,Blue-Collar,Married,Basic 4Y,No,No,No,Telephone,Jul,Fri,407,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
34,Technician,Single,Professional Course,Unknown,Yes,No,Telephone,Jul,Fri,225,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
42,Admin,Divorced,University Degree,No,Yes,No,Telephone,Jul,Fri,426,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
42,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Telephone,Jul,Fri,61,4,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
29,Entrepreneur,Married,Basic 6Y,No,Yes,Yes,Telephone,Jul,Fri,286,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Services,Single,High School,No,Yes,No,Telephone,Jul,Fri,1576,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
43,Technician,Single,Professional Course,No,Yes,No,Telephone,Jul,Fri,468,6,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
59,Retired,Married,Basic 4Y,Unknown,No,No,Telephone,Jul,Fri,150,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
27,Admin,Married,University Degree,No,Yes,Yes,Telephone,Jul,Fri,178,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
28,Blue-Collar,Divorced,Basic 4Y,No,No,No,Telephone,Jul,Fri,327,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
29,Admin,Single,University Degree,No,Unknown,Unknown,Telephone,Jul,Fri,212,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
49,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Jul,Fri,235,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
49,Blue-Collar,Married,Basic 9Y,No,Yes,No,Telephone,Jul,Fri,333,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
45,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Fri,297,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
29,Entrepreneur,Married,High School,No,Yes,No,Cellular,Jul,Fri,668,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
46,Services,Married,High School,No,Yes,No,Telephone,Jul,Fri,65,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
33,Technician,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Fri,436,4,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
41,Management,Married,University Degree,No,Yes,No,Cellular,Jul,Fri,1044,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Technician,Single,Professional Course,No,No,No,Telephone,Jul,Fri,141,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Services,Divorced,High School,No,Yes,Yes,Cellular,Jul,Fri,39,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
58,Retired,Married,Professional Course,Unknown,Yes,No,Cellular,Jul,Fri,165,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
31,Blue-Collar,Married,Basic 9Y,No,Unknown,Unknown,Cellular,Jul,Fri,135,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
30,Admin,Married,High School,No,Yes,No,Cellular,Jul,Fri,53,6,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
40,Blue-Collar,Divorced,Basic 6Y,Unknown,Unknown,Unknown,Cellular,Jul,Fri,138,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
33,Services,Married,High School,No,Yes,No,Cellular,Jul,Fri,548,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
38,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Fri,95,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
29,Admin,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Fri,273,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
40,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Jul,Fri,304,3,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
48,Blue-Collar,Married,Basic 4Y,No,No,Yes,Cellular,Jul,Fri,425,2,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
51,Retired,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Fri,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
51,Retired,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Fri,276,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
34,Technician,Married,High School,Unknown,Yes,No,Cellular,Jul,Fri,92,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
46,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Fri,407,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
34,Unemployed,Married,High School,No,No,No,Cellular,Jul,Fri,339,1,999,0,Nonexistent,1.4,93.918,-42.7,4.959,5228.1,No
55,Admin,Married,High School,No,Yes,No,Cellular,Jul,Mon,92,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
47,Admin,Married,University Degree,Unknown,Unknown,Unknown,Cellular,Jul,Mon,135,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
41,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Mon,107,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
49,Admin,Divorced,High School,No,No,No,Cellular,Jul,Mon,148,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
38,Admin,Divorced,High School,No,No,Yes,Cellular,Jul,Mon,125,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
51,Admin,Married,Illiterate,Unknown,No,No,Cellular,Jul,Mon,151,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Management,Married,Professional Course,No,Yes,No,Cellular,Jul,Mon,491,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
59,Retired,Married,Professional Course,Unknown,Yes,Yes,Cellular,Jul,Mon,494,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
33,Self-Employed,Married,Basic 9Y,No,Yes,No,Cellular,Jul,Mon,181,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Admin,Married,High School,No,Yes,Yes,Cellular,Jul,Mon,615,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
48,Admin,Married,University Degree,No,Yes,No,Cellular,Jul,Mon,99,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
57,Admin,Divorced,Basic 9Y,No,Yes,Yes,Cellular,Jul,Mon,518,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
34,Technician,Single,University Degree,No,No,Yes,Cellular,Jul,Mon,164,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
53,Self-Employed,Divorced,University Degree,No,No,No,Cellular,Jul,Mon,397,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
56,Technician,Married,University Degree,Unknown,No,No,Cellular,Jul,Mon,17,19,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
29,Unemployed,Divorced,University Degree,No,Yes,No,Cellular,Jul,Mon,148,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Mon,128,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Services,Married,High School,Unknown,No,No,Cellular,Jul,Mon,160,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
30,Blue-Collar,Single,Basic 9Y,No,Yes,No,Cellular,Jul,Mon,89,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
45,Admin,Married,Basic 9Y,No,Yes,Yes,Cellular,Jul,Mon,181,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
30,Technician,Single,Professional Course,No,Yes,Yes,Cellular,Jul,Mon,111,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
27,Blue-Collar,Married,Basic 9Y,Unknown,Yes,Yes,Cellular,Jul,Mon,119,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Mon,227,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
35,Admin,Single,University Degree,No,No,No,Cellular,Jul,Mon,107,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
43,Unemployed,Married,High School,Unknown,Yes,No,Cellular,Jul,Mon,149,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
35,Services,Married,Professional Course,Unknown,No,No,Cellular,Jul,Mon,134,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Mon,1434,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
32,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Jul,Mon,176,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
48,Admin,Married,University Degree,No,Yes,Yes,Cellular,Jul,Mon,179,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Jul,Mon,63,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
43,Management,Married,Unknown,No,No,Yes,Cellular,Jul,Mon,86,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
34,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Mon,113,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Self-Employed,Married,Unknown,No,Yes,No,Cellular,Jul,Mon,685,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Management,Divorced,University Degree,No,No,No,Cellular,Jul,Mon,200,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Blue-Collar,Married,Basic 6Y,Unknown,No,No,Cellular,Jul,Mon,196,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
44,Technician,Divorced,Professional Course,No,No,No,Cellular,Jul,Mon,250,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Technician,Married,University Degree,Unknown,No,No,Cellular,Jul,Mon,185,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Technician,Married,Professional Course,Unknown,No,No,Cellular,Jul,Mon,75,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Services,Married,High School,Unknown,Yes,No,Cellular,Jul,Mon,136,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Admin,Married,Basic 9Y,Unknown,Yes,No,Telephone,Jul,Mon,229,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
57,Management,Divorced,University Degree,Unknown,No,Yes,Cellular,Jul,Mon,200,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
44,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Mon,139,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Services,Married,Basic 6Y,No,No,Yes,Cellular,Jul,Mon,161,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Technician,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Mon,141,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
47,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Jul,Mon,39,9,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Blue-Collar,Single,Basic 4Y,Unknown,No,No,Cellular,Jul,Mon,49,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
47,Technician,Married,Professional Course,No,No,No,Cellular,Jul,Mon,66,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Entrepreneur,Married,Basic 6Y,No,Yes,Yes,Cellular,Jul,Mon,782,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
45,Management,Married,Unknown,Unknown,No,No,Cellular,Jul,Mon,321,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
26,Admin,Single,University Degree,No,Yes,Yes,Cellular,Jul,Mon,118,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
52,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Mon,116,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
30,Admin,Single,University Degree,No,No,No,Cellular,Jul,Mon,128,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
51,Management,Married,Basic 4Y,No,No,No,Cellular,Jul,Mon,104,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
41,Blue-Collar,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Mon,126,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
46,Admin,Married,Basic 9Y,Unknown,No,No,Cellular,Jul,Mon,87,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Management,Married,High School,No,No,No,Cellular,Jul,Mon,1272,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
45,Admin,Divorced,University Degree,No,No,No,Cellular,Jul,Mon,107,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Admin,Single,University Degree,No,No,No,Cellular,Jul,Mon,401,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
47,Services,Single,Basic 9Y,No,No,No,Cellular,Jul,Mon,64,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
56,Blue-Collar,Single,Basic 4Y,No,Yes,No,Cellular,Jul,Mon,758,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
37,Self-Employed,Single,Basic 4Y,No,Unknown,Unknown,Cellular,Jul,Mon,277,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
41,Blue-Collar,Single,Basic 4Y,No,Unknown,Unknown,Cellular,Jul,Mon,107,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Blue-Collar,Divorced,Basic 9Y,No,No,No,Cellular,Jul,Mon,111,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
23,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Jul,Mon,360,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Housemaid,Divorced,Basic 4Y,Unknown,No,No,Cellular,Jul,Mon,461,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
56,Admin,Divorced,Basic 6Y,No,Yes,No,Cellular,Jul,Mon,239,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
39,Housemaid,Married,Basic 4Y,No,No,No,Cellular,Jul,Mon,240,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Housemaid,Divorced,High School,No,Yes,No,Cellular,Jul,Mon,127,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
37,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Jul,Mon,412,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Technician,Married,High School,No,Yes,No,Cellular,Jul,Mon,244,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
43,Management,Married,University Degree,Unknown,No,No,Cellular,Jul,Mon,240,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
39,Technician,Married,Basic 9Y,No,No,No,Cellular,Jul,Mon,62,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Self-Employed,Married,High School,Unknown,Yes,No,Telephone,Jul,Mon,46,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
47,Blue-Collar,Single,Basic 9Y,No,Yes,Yes,Telephone,Jul,Mon,41,9,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
50,Blue-Collar,Married,Basic 4Y,Unknown,Yes,No,Cellular,Jul,Mon,122,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
30,Services,Married,High School,No,Yes,No,Cellular,Jul,Mon,559,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
40,Unemployed,Single,High School,No,Yes,No,Cellular,Jul,Mon,300,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
32,Services,Single,High School,No,No,No,Cellular,Jul,Mon,722,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
25,Admin,Married,High School,No,No,Yes,Cellular,Jul,Mon,64,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
29,Technician,Married,Professional Course,No,No,No,Cellular,Jul,Mon,328,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
56,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Mon,621,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
31,Services,Single,High School,No,Yes,Yes,Cellular,Jul,Mon,232,1,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
42,Blue-Collar,Divorced,Basic 9Y,No,No,No,Telephone,Jul,Mon,259,8,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
50,Blue-Collar,Divorced,High School,No,Yes,Yes,Cellular,Jul,Mon,629,2,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
41,Blue-Collar,Married,Basic 4Y,No,Yes,No,Cellular,Jul,Mon,1103,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
38,Blue-Collar,Married,Basic 9Y,Unknown,Yes,No,Cellular,Jul,Mon,317,6,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
46,Entrepreneur,Married,University Degree,Unknown,No,Yes,Telephone,Jul,Mon,126,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
32,Management,Single,University Degree,No,No,No,Telephone,Jul,Mon,66,8,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
31,Technician,Married,University Degree,No,Yes,Yes,Cellular,Jul,Mon,385,5,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
35,Blue-Collar,Married,Basic 9Y,No,No,No,Telephone,Jul,Mon,1356,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,Yes
44,Services,Married,High School,No,No,No,Cellular,Jul,Mon,190,4,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
39,Services,Married,High School,Unknown,Yes,No,Telephone,Jul,Mon,173,3,999,0,Nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
